barbarian-oooh-huh,51分钟前,1.0版：对外武力殖民，本国消费停滞、就把多余的商品倾销到殖民地，又用殖民地的廉价原材料为本国资产阶级开源节流、攫取更多财富。1.5版：本国和殖民地连成社会整体，又发生上述的周期性危机。反复加大剂量，反复开拓更多殖民地。直到全世界都纳入了资本主义的版图、殖无可殖，开始抢夺其他资本家 ​,女,广东,25
深冬二月,3月13日 15:00,经验地看，不难发现，外资和民资的“躺平”是两个互相关联又有区别的现象，各自的“躺平”有各自的原因，也有一些共同的原因。总体上，无论是外资还是民资，“躺平”既有包括地缘政治、西方贸易保护主义等国际因素的影响，也有中国本身的一些内部因素的影响。——凤凰网资讯  ​,女,湖南,20
曼殊室利菩萨,3月13日 14:34,最近菩萨给人看命，人太多了，很多人都在问为什么卷得这么痛苦，而且完全看不到希望？其实这就是视角问题。2k年r家封建社会与资本主义的路线完全不同。r家这套东西是种菜，內割，资本主义则是不断地实现扩张和外部Z民，从其他地方割。印度主要是底层卷，西方底层 ​,男,上海,21
认知提升,3月13日 13:00,如何看透对方的心理？1.约你去私人影院的男生，多半是想打你主意。2.平时不爱发朋友圈的人，要么现实中很优秀，不需要寻求认同。要么就是没有生活，发不出朋友圈！3.无论男女，刚认识就叫宝贝，亲爱的。不是他多喜欢你，是他对不同人叫过很多遍。4.如果你和一个人相处感觉非常舒服，自己又能学 ​,男,广东,19
xbl187,3月13日 11:07,听游老的演讲《献给春天，献给你》有感。       人的前半生，最难的是见自己。见自己后可能有两条路：“躺平”和“进宅门”。       所谓“躺平”是指一些人见到自己后，害怕了，再也不前进了，听天由命了。还有一些人会在自己认知里惯性思维，做自己熟悉的事，反复做，没有创新，直到周期结束，做的 ​,女,江苏,22
Zhang呀呀呀zhen,3月13日 10:26,我觉得我是一个悲观主义者遇到事情，胡思乱想一番，哭一场，一切又都变好了但不是那样的。哭过也不会改变年纪轻轻的 有什么不能重新来过啊可是没有共同前进的人拥有躺平思想的，真的很苦恼 ​,男,上海,20
释尹兮syx,3月13日 09:34,王德峰说人到四十还不信命 此人悟性太差 。也有励志文案说： 人可以信命但不认命。那么不认命是对抗命运吗？恰恰相反，我反倒觉得是一种臣服。臣服不是妥协 也不是躺平摆烂 而是真正的能够产生觉察性 这种觉察深入到你的内在潜意识 通过业力程序去看见自己的问题 而当你真正的看见自己的问题并能够去超 ​,男,安徽,20
大祭司召唤师,3月13日 09:17,做猎头首先是激情，自我心态要明确。做猎头如果你仅仅是作为被迫去做的职业，那你一定做不好。做任何一份职业工作都要想清楚，自己想要什么？除了钱，这个不用去说，钱之外的东西，你要好好想想，是长期主义，还是做一次“一夜暴富”的梦就上岸躺平了。如果只是为了赚快钱、和苛求一个高底薪，忽略其他 ​,女,湖北,19
琦_双城生活,3月13日 09:00,今年的三八节看到一条信息，说中国目前有1亿剩女…有意思的是，作者认为这个结果是资本推广消费主义，即“女性负责消费，男性负责买单”，把普女捧成小仙女，造成普女择偶标准变得不切实际，而引发的结果…所以，世界上一切变坏的现象，都是“资本”这个反派来买单？        在革命之路这部电影了，男 ​,男,浙江,24
异邦骑士Q,3月13日 07:36,”反者道之动，弱者道之用”此话出自《道德经》如果这句话好好领悟并践行，生活中很多问题都可得到解决。如果生活中做某件事不顺，你不妨试着反着去做，这往往就是在遵循道，那么事情就容易做成。如果说我们从小就被灌输正确的观念为何我们还过不好这一生从小到大，我们被灌输的认知就是 ​,女,内蒙古,20
七一不李姐,3月13日 05:58,最近真的有点懒惰 这里想加个躺平的贴图 想好的2023年的总结也没写 趁着今晚睡不着连着最近的心情写一写吧我的第二次考编又以失败告终啦 实际上没有很难过 其实做好了这样的心理准备 这次没有让我很沮丧 从某些程度来说我还是进步了的 我非常善用精神胜利法嘻嘻我要把2023年分为上半年和下半年两个部 ​,男,广东,20
蕤玉12,3月13日 04:51,已经做好通宵失眠的准备了！本人读博期间小型深夜电台之，精神逆流episode1不定期由<寝室床>电台独家冠名播出本期主题：完美主义主持人：三无熊胆君嘉宾：想躺平的茂茂君茂茂君在持续一个月的抑郁状态后，在昨天晚上突然焦虑大爆发，失眠伴有躯体障碍。今天晚上接着焦虑，且症状加剧。在艰难小 ​,男,上海,19
河神求暴富,03月12日 22:31,同事几人按例小聚，三杯两盏后抒发心中苦闷，感慨怀才不遇，十年寒窗苦读，一朝金榜题名，在大城市与小县城之中选了后者，每个月拿着三五斗米，上层蝇营狗苟追名逐利，官僚主义盛行，下层通宵达旦无人问津。人各有命，躺平者才高八斗身名远扬扶摇直上，劳力者才疏学浅无人问津进退两难。因缘际会本可直 ​,女,江苏,21
剑九在凡界,03月12日 22:24,不管是大公司还是小公司，激发企业内部人员的积极性，都是一项很重要举措，当一种激励方式达不到效果时，就要想另外一种新的方式。想像一下，当机器人开始做完了人类做的事后，人类的动力在哪里，共产主义社会真的能到来？精神文明建设能达到理想状态？会不会直接躺平 ​,女,广东,19
悖论Nano,03月12日 21:46,偏偏今天取快递，听到老板朋友问老板那谁的孩子没了知不知道的只言片语，与话题形成对照。转了林老师和方脑壳老师的两条动态 方老师特别分享了英国维多利亚时期污染和疾病盛行，有钱人把孩子送到与世隔绝的庄园保护起来。 ​,女,江苏,20
小黄准时下班,03月12日 17:21,都工作这么多年了竟然还没适应这些形式主义嘴上说着躺平比谁都不敢轻易放弃，耗死自己好了 ​,男,广东,24
--幸福老汉--,03月12日 13:36,【苏东坡极通透的一首词，结尾10个字，看破人的一生】　　（槐序读诗  2024-03-12 00:01 于吉林）　　　　　　　　　　　01.　　并不是所有人都有大志向，非要功成名就，站到人生巅峰。　　如果可以“躺平”，不用担心柴米油盐，应该会有大把人愿意辞掉工作，认认真真去做 ​,女,北京,21
一定上岸过五四,03月12日 13:16,本来想着今天天气好，下午去重走一遍考前一天和华哥一起走过的龙门桥md结果跟我说除了手册还要写专业实习报告🤮受不了了又是形式主义吐了躺平摆烂第一天失败 ​,男,江苏,21
ST未来史学派,03月12日 13:01,美国从全世界挖人才，可为什么美国还是越来越衰落，欠债30万亿，大多数的人民也欠债，零元购越来越多？是美国在浪费人才还是这些人才本来就是滥竽充数？美国自己培养不出基础人才，从别国挖挖人才，本国的废柴躺平、失业、零元购。而中国培养的人才不仅满足了本国发展的需要，还可以对外出口，中国从二 ​,女,重庆,20
文字与诗,03月12日 13:00,如何看透对方的心理？1.约你去私人影院的男生，多半是想打你主意。2.平时不爱发朋友圈的人，要么现实中很优秀，不需要寻求认同。要么就是没有生活，发不出朋友圈！3.无论男女，刚认识就叫宝贝，亲爱的。不是他多喜欢你，是他对不同人叫过很多遍。4.如果你和一个人相处感觉非常舒服，自己又能学 ​,男,广东,26
vivi糖糖er,03月12日 12:10,3月12日｜金星进入双鱼座♓️        🔱神圣之流🔱在美丽的双鱼座♓️新月🌙之后，金星在3月12日凌晨的5点51分进入双鱼座♓️，这是她喜欢的位置，在这里我们体验到一股#神圣的灵感，一种温柔、富有同情心的、流动的能量。⚠️同时#灵性 、艺术 、大爱、传染病、精神疾病 ​,男,天津,22
卡拉布兰卡,03月12日 10:06,当前美国两党在对华政策上达成共识，事实上已进入新冷战美国对华为、Tik Tok、振华重工等立法进程均事实表现出美国已将中国作为假想敌，美国正在构建脱离中国的供应链体系，事实上不只是美国，以美国为代表的自由世界在进行名义上去风险实质上去中国化的进程，只是由于中国在过去几十年深度的参与了全 ​,女,辽宁,23
升值计,03月12日 09:41,你没有那么讨厌消费主义几年前，我有过一个很有名的论调，「决定一个人地位的不是取决于你能消费什么，而是取决于你能生产什么」。这句话伴随着自媒体的兴起，被无数人转载引用。但是很多人在用的时候，忘记了我的本意，我的原意，是指对个体而言，生产比消费更重要，创造价值者更容易成为社会的 ​,女,浙江,23
浅斟有泪,03月12日 04:22,失眠的第10086天，理想与现实碰撞，没有像小时候期待的那样对未来充满希望，理想主义被现实不断消磨，一个谎言需要无数个谎言去弥补，最终我成为了自己讨厌的样子，嘴上什么都说无所谓，内心比谁都想要，每次遇到不爽的事还要笑脸相迎，每次打开前置都觉得天呐什么丑逼，却总有身边朋友说我好看，嘴上 ​,男,江西,25
白果果171,03月12日 00:17,果然知识不用，就会忘记。资本主义工资本质：工人工资是劳动力价值或价格。工资表现为“劳动的价格”，或工人全部劳动的报酬，模糊了工人必要劳动和剩余劳动的界限，掩盖了资本主义的剥削关系。工资的主要构成是养活自己、养活家人和接受教育和学习的费用。而事实上大部分人仅能赚到养活自己的钱，满 ​,男,重庆,18
倘若我心中一荡呢,03月11日 23:28,看到有人说莱蒂的白女身份，我觉得很正常啊，因为白女就是这样的啊。或者说，白女很少不这样啊。反正平常就一直在忍受父权，就算抗争了也不一定会有好结果，说不定别人还会给自己多加点罪名，比如激进女权主义，比如男人婆，总之各种各样的东西，还不如直接躺平拉倒，反正生活也不愁吃不愁穿，当父权的 ​,男,浙江,19
微恋爱,03月11日 22:20,东亚女生趁早放弃对“关系”的幻想人到中年越来越明白，在东亚社会，优绩主义是贯穿于社会运行和人际关系始终的。 社会方面不用多说，从上学、工作，哪个环节不是这样： “社会与经济的奖赏应当依据才能、努力和成就这些优绩来决定。” 而人际关系方面，活得越久越觉得也是如此。 亲子关系： ​,女,广东,24
大宝决定很坚强,03月11日 20:50,适合与不适合，在乎中间的“度”，太强求其实没啥必要。三观与五官这种话题，你追求三观必然不需要啥五官，你追求五官，那自然三观也不重要。要是你两种都想追求，这个概率比中彩票还难。要求是挺高，但是前提是你也得优秀，要是不行，别人能看上你一眼也不错了。你要是问我为啥不想结婚？我就跟你们说 ​,男,广东,20
嘀哩嘟噜咚咚,03月11日 18:59,脑了个脑洞，记录一下，后面有机会就写！末世AU｜机甲｜微赛博朋克一心向上天选打工人瞎X跌落神坛彻底摆烂晃废土时代，机甲遍地。地表因为战争创伤彻底报废，小部分掌握了外星科技的人建立起空中之城，也就是历来被人诟病又心向往之的“上城区”。而我们的主角之一，君姐，人生乐 ​,男,湖北,21
橘子汽水桃子啵儿,03月11日 18:17,🍊2024年迟来的年运🍊ps：本来二月就想发这个运势，但是身体原因感冒了一段时间，现在才把剩下的稿子码完，简单说下2024年的运势和兔狮双人运势，纯属娱乐，切勿盲目对号入座。这次会着重讲下众生运和未来看好的行业方向，有兴趣可以看看 众生相关：2024年上半年经济环境依旧不 ​,女,河北,20
喑哑的铃铛叮叮当,03月11日 12:48,昨晚做梦，梦到伤害过我的男生回来跟我道歉，梦到自己拥有了魔法，还梦到什么已经忘了，但全都是从来没有梦到过的“好”梦。去年去深圳之后，我从小做到大的噩梦主题“被追杀”便开始发生变化，起先是我能够在梦里愉悦地逃跑，而不是焦急地找个容身之处躲避敌人，然后是我能够在梦里“反杀”对方，最 ​,男,上海,23
闽西日报,03月11日 12:30,【  | 市委组织部常务副部长陈文清：向中心聚焦 为大局聚力 以高质量组织工作服务保障闽西革命老区高质量发展】新春伊始，市委就对深化拓展“深学争优、敢为争先、实干争效”行动，打好2024年重点项目攻坚战役进行总动员、吹响冲锋号。“作为党委重要职能部门，组织部门将认真 ​,男,福建,25
聆听-记录,03月11日 02:09,感觉自己活得好拧巴自诩独立实际上总想依赖别人向往走遍世界但又不付诸行动很在乎感情却不怎么用心经营明明做着自己能得到的最符合预设的工作 可还是常常躺平其实拥有的已经不少 怎么还是觉得生活好苦 日子没有希望被我爸骂没有了斗志 好像确实如此可能因为理想主义者本人 宁愿玉碎也不要瓦全 ​,女,广东,18
郁金香辣蟹,03月10日 23:55,努力考去最烂的学校——积极的躺平主义者（开玩笑） ​,男,江苏,26
puppupBoogie,03月10日 23:31,xxqg取消排名意味着终于不用每天打卡学满了吧，从一开始摆烂的和老实打卡的两种人，到最后还是便宜了躺平摆烂的，呵呵…形式主义下永远倒霉的都是有底线坚守原则的老实人。 ​,女,江苏,18
Scalers,03月10日 20:29,人格中的闪光点人与人之间相互吸引、相互影响，很重要的一个原因是，你看到了对方人格中的闪光点。这种闪光点，要么能给你启发鼓舞，要么是你也想拥有的，对你有很强的价值。闪光点主要来源于人的品质，而更根本的在于一个人对自己的要求，尤其是在没有外界强制的情况下，你会主动做什么样的事情。 ​,女,北京,24
夹一点心,03月10日 16:09,我们家三只宝的性格很不一样的，从“食物”上就能看出来。妙妙（发财）属于理想主义派，很享受追逐的乐趣。比如把薄荷鱼饼干丢出去，她会疯狂跑起来寻找，但找到了往往不会吃，而是在“战利品”旁笔挺地坐着看向我，这时候如果再丢一个出去，她就要奔向下一个目标咯。如意属于现实主义派，不管什么 ​,男,浙江,26
王秋铭,03月10日 16:02,钟睒睒找不到敌人的，因为敌人是仇富 民族主义和嫉妒。 上天会给你很多考验莫名其妙的有时候，时刻知道自己的缺点是啥，你自傲的话就放低身段，你自私的话就替别人考虑，你独断的话就多听别人的意见。 按照自己的缺点反着来你就赢了。 钟睒睒这事越是努力翻转越不成，躺平安静的让价值回归本位，市场的 ​,女,北京,18
中科大胡不归,03月10日 14:28,欧美真的放弃电动车了吗？中国新能源车真正隐忧又在哪？原创 九边 九边 2024-03-08 10:30 山东戳蓝字“九边”关注我哦！这两天这个话题全网都在刷，有人幸灾乐祸，说是欧美都不玩了，就我们玩。还有人又赢了，说是中国新能源车已经把国外给卷崩溃了。我尝试认真写一篇吧。 ​,女,安徽,22
森林边的一颗树,03月10日 13:32,庞克，在中国开始逐渐的部分回归。“做自己”的简单信条开始在年轻人中弥漫开来。抛弃了庞克的简单粗暴的叛逆和外在的暴弃形象追求，也并不把三和弦主义放在眼里，更多的去思考无政府主义，反商业DIY在构建主义里的意义，同时希望抛弃贫穷艺术对自由主义的影响。。。在文化审美领域，特别是设计和音 ​,女,湖南,23
盛唐大李,03月10日 12:21,政府的紧日子要怎么过?两会期间中国财政部长表示，各级政府要有过紧日子的长期打算。这也让人思考政府的紧日子要紧在哪里，为什么必须过紧日子。1.政府要从思想上、机制上、行动上尽最大可能花最少的钱办最好最多的事。这就是政府办事效率和治理效能的问题。政府要减人减负提质增效。严格进行绩效考 ​,女,山东,20
DVD玉米排骨汤,03月10日 11:57,卷呗谁能卷得过你们啊，反正我美美躺平 ​,男,湖南,24
河北新闻广播,03月10日 09:31,【两会中国经济问答|如何增强民营企业“获得感”？——两会中国经济问答之五】近年来，针对民营经济发展中遇到的困难和挑战，从中央到地方，切实坚持“两个毫不动摇”，相关支持政策密集出台，为民营企业发展提供强大助力。然而，也有一些声音说“国进民退”“中国民营企业家躺平”“民营企业获得感不 ​,女,河北,22
felicitas44730,03月09日 22:32,还有很多人没看清这个制度的设计的狡诈之处，还认为只要勤劳就能过上好日子。首先，你勤勤恳恳工作挣来的钱被税收和各种费用砍去了一大截，工资再涨也涨不过通货膨胀，再者，羊毛出在羊身上，上涨的工资再通过通货膨胀进入游戏制定者的口袋。然后你辛辛苦苦地存钱建了“属于自己”的房子，然而你却要为 ​,男,德国,19
SashimiiTaec,03月09日 21:48,慢半拍的27感言📣今年继续和自己说：都可以👌🏼可以完美主义也可以躺平 可以平静也可以焦虑 可以圆滑得体也可以胡说八道任性发疯 可以今天明天后天每天都不一样 总之 随心所欲🫵🏻🥰 ​,男,广东,20
成思文化社群,03月09日 21:34,强者以结果为导向做事，而弱者则被情绪左右。 普通人的思维模式是：尝试→失败→花费大量时间消化情绪→再次尝试→失败→放弃→抱怨、恐惧→认命躺平。 强者的思维模式则是：尝试→失败→迅速调整情绪→总结经验→改进决策和行为→失败 →迅速调整情绪→总结经验→改进决策和行为→失败 →迅 ​,女,新疆,19
何谓自己,03月09日 20:53,继续刚才18：18分发布的没有写完的以截屏方式发布的微博。对于那些靠近自己的人，没有及早把他们往对我有心机有套路上去联系，他们的社会经验远远比我丰富，因为我虽然也有接触社会，但与人的交往非常少，很少听别人谈人们之间发生的事情，上网也晚，信息非常有限。其实对于那些有心机有套路的人，古往 ​,男,辽宁,20
造择比努力更重要,03月09日 20:05,强者做事拿结果；弱者拿情绪做事。普通人的逻辑：尝试→失败→花很多时间消化情绪→再次尝试→失败→放弃→抱怨、恐惧→认命躺平强者的逻辑：尝试→失败→快速调整情绪→总结经验→改善决策、行为→失败→快速调整情绪→总结经验→改善决策、行为→失败→快速调整情绪→总结经验→改善决策 ​,男,湖北,21
强势文化王叔,03月09日 19:51,强者做事拿结果；弱者拿情绪做事。普通人的逻辑：尝试→失败→花很多时间消化情绪→再次尝试→失败→放弃→抱怨、恐惧→认命躺平强者的逻辑：尝试→失败→快速调整情绪→总结经验→改善决策、行为→失败→快速调整情绪→总结经验→改善决策、行为→失败→快速调整情绪→总结经验→改善决策 ​,女,广东,24
傻小子5210060252,03月09日 16:50,为什么现在工资比以前高还越来越存不到钱了？  我给你算一笔账。  假设每个人都有100万，都大额存银行一年利息都有三万多，月收入近三千，利息已经够低欲望生活，那就没人努力工作，社会就不会发展了  且如果100个人存款合计一亿，对银行来说宁可让一个人一亿，另外99个为零，也比每个人100w要好得多。 ​,女,天津,18
马鹏程_关注人口问题,03月09日 16:17,理性的乐观和理性的悲观可以使人在理性考虑问题的同时得到更好的结果，乐观向上看待问题的同时也需要做出悲观的预测，并防止让一件事情发生走向不良的一面。就如同国家的政策制定一样，只保持乐观的估计而缺少悲观的估计，对于触发危机之时就得不到很好的应对措施，我们的新闻界前几年都是只管讲好听的 ​,女,陕西,20
Leonis07_Rnpg,03月09日 15:50,因为血稠喝不了奶茶在课间买了自己第二爱的蜂蜜水还吃了喜欢的冰激凌 在课上学不下去外加牙疼哭了 王洁给我了甜甜苹果汁 在考试前夕和朋友一起下课疯跑回宿舍四个人还买了爱喝的咖啡 我是暂时躺平享乐主义人 ​,男,北京,26
果酱叻,03月09日 15:28,置顶【“我”】这是一个追星专用账号，但逐渐发现追星的过程中不止有“星”，还有“我”。追星对我而言也是一个认识自己的过程，我喜欢和不喜欢什么，我会被哪些东西打动。生活中的客观因素让我套上现实主义的外壳，让我觉得赶紧躺平混吃等死一眼望到头也不错，但其实我知道我有一个理想主义的内核， ​,男,北京,18
鲁国平先生,03月08日 21:29,典型的误国误民论调，幸亏不是执政者，否则国家要被玩完。这种吃大锅饭的均衡主义思想早在五六十年代就证明行不通。努力得目的是什么？不就是想给自己和家人更好得生活？我努力了反而得不到应有回报，谁还想去努力，不如早早躺平，这样下去国家早晚玩完。多劳多得，凭能力（包括资本运作能力）赚钱的的 ​,女,上海,19
橙色袜子,03月08日 20:44,【贝壳成都故事】鲜花赠自己，纵马向未来 “内心丰盈者，独行亦如众”是成都链家城北大部少城区商业街店经纪人朵朵（彭月巧）很喜欢的一句话，来到链家的八年时间里，她也依循着这样的精神坐标，坚定地走着她想走的路，成为她想成为的人。 “月巧是很拼搏的，不像其他人可能看到她业绩好，觉得是运 ​,男,四川,20
思路清晰远比卖苦力重要,03月08日 17:25,一条很真诚的建议：不要因为没看见别人努力的过程，就觉得人家有个好爹，或者运气好天赋好，也不要因此对未来丧失信心，选择躺平。记住，努力的意义，是为了让自己对生活更有把控力。多用积极的心态去看待问题，运动了虽然没有瘦，但你也没变胖，而且身体更健康了吗不是？努力了也没超过别人，但你 ​,女,湖北,19
赵一木9311,03月08日 16:57,学习要谦卑，不能大男子主义，注重学习的过程，把这个过程当做让自己变好的途径，并不是撑过这段时间就好了。要心静，心静成为一种习惯，之所以有人能想到别人想不到的，是因为心足够静，心静之后会把细节放大，所以能比别人看的更加细致入微。而不是因为谁的脑子转的快，称其为“聪明”，这是假象。 ​,女,辽宁,22
音十夫人,03月08日 16:08,最近在体验全职主妇，可是我发现要做好并不简单。单单做到认真准备一日三餐、营养搭配就已经不容易（突然很佩服以前洋哥能每天下班买菜回来做一桌硬菜），更何况我这个完美主义还要想着法子让餐桌变得生动好看：水果先挖球再装回果皮、一块钱的豆腐兜在纱布里碾碎垒在草帽盘做出五十块的效果，中古风 ​,男,江苏,22
苏隼在写作,03月08日 15:54,跟人在网上聊天经常使用的表情包是能够体现出一个人的性格特征的，不知为何，微博给我推荐了很多“相亲男和相亲对象微信聊天”之类的博文，评论区下面全是女拳主义者的倾泄，我定睛一看，聊天用的最多的表情是：，我觉得这两个表情是性格自卑、不自信，非常敏感，特别在意别人感受的人聊 ​,男,广东,19
左右漫谈,03月08日 14:42,接上篇文章继续聊聊性别红利这个话题。这篇主要是答疑与补充，专门给零基础的人看的。1，什么叫父权社会或父权结构？非常简单，就是看一个女性是否能在这个社会能通过非雌竞类工作赚到钱，以及赚钱多少的具体程度。举个例子，我们的邻国日本，就是个典型的父权结构社会。女性的主要职业就是家庭主 ​,女,吉林,18
闽西日报,03月08日 14:00,【  | 市纪委副书记、市监委副主任陈龙仁：忠实履职尽责 护航高质量发展 不断擦亮廉洁龙岩金色名片】近日，市纪委监委召开全市纪检监察机关“三访三问三查”农村调查推进会，组织各县（市、区）纪委监委晒成果、比实绩、拼干劲。市纪委副书记、市监委副主任陈龙仁在接受专访时 ​,男,福建,26
肥肥小炸虾,03月08日 11:39,就早上说“妇女节祝劳动妇女节日快乐，不该规训妇女劳动”这事，我跟妇联的同志谈了谈，意见分歧其实还是挺大的妇联同志在我转了微博给她们看之后，更多的是不解，对，你没看错，是不理解。按她们的说法，“让妇女出来劳动，让她们认清劳动才是让自己独立的途径，这是为她们好啊，她们为什么不领情呢 ​,女,上海,20
请叫我富一代00505,03月08日 11:27,【贝壳成都故事】鲜花赠自己，纵马向未来 “内心丰盈者，独行亦如众”是成都链家城北大部少城区商业街店经纪人朵朵（彭月巧）很喜欢的一句话，来到链家的八年时间里，她也依循着这样的精神坐标，坚定地走着她想走的路，成为她想成为的人。 “月巧是很拼搏的，不像其他人可能看到她业绩好，觉得是运 ​,女,四川,25
桐城发布,03月08日 08:38,【顶压前行谋决胜——二谈贯彻落实全市高质量发展总结表彰大会精神】泉无压力不喷，人无压力不奋。推进桐城高质量发展，需要我们变压力为动力、化危机为机遇，在顶压前行、负重登高中决胜未来。毋容置疑，全市上下想发展的愿望很急迫，抓发展的干劲很坚韧，发展成绩也有目共睹。但是，与群众 ​,女,安徽,19
中医不神奇,03月08日 08:25,网络上爆炒的内容：1、躺平主义。2、不婚主义。3、快乐教育。4、九年制义务教育改为5⃣️年小学、2年初中2年高中，15岁即完成高中学业，可以更早的毕业进入社会。这几个内容毫无联系，但是放在一起看，逻辑其实是一样的。为什么一个政权能稳固，底层逻辑就是有意识的去施展愚民政策，只有底层人民毫无 ​,女,广东,25
轩师处世之道,03月07日 23:45,大世将熄 尚有余韵一）新时代年轻人追求恋爱自由，爱情至上，爱情比面包更重要，长辈要是干涉爱情，就是愚昧落后，老封建、老顽固。年轻人肆意嘲讽中年人油腻，保温杯里泡枸杞成了笑料，老东西们看着年轻人的脸色，心灰意冷。年轻人坚信靠父母就是软骨头，人要自强自立，白手起家，自己买房， ​,女,河南,20
教你做睿智人,03月07日 23:18,不要怕，30岁以后真正的人生才开始。要接受有些人就是晚熟。 年轻时花了很大的心力和被教育得过于乖顺的性格对抗，赚的钱也用来吃喝玩乐，口袋空空，30岁那年换城市回归老本行，几乎从0开始，但心态和20岁时完全不一样，多了从容也多了笃定。 我很喜欢30岁以后的生活，从鼓起勇气换城市那一刻起 ​,男,江苏,20
CocoUniversee,03月07日 23:00,看Adele演讲视频做交传，地狱级难度级别。刚开始我还觉得她口音挺有趣，后来有点笑不出来了，再后来我直接躺平。当觉得自己“不自量力”的时候，除了烦躁焦虑，也许可以灌输：完成比完美更重要的想法。哪怕尝试着开口去说，也比陷入情绪怪圈好。有时世界是大草台班子，所以有些事情不必苛责，过分完美 ​,男,四川,23
自由平静过一生0803,03月07日 22:39,我为啥还要手欠去看下那个伪女性主义XX的公众号文章和底下的评论….简直给自己添堵，你爱躺平躺平呗，我也躺平啊，但是我仍然能为贾玲的电影感动，我做不到但是我佩服她的能力、毅力和勇气，你们这种人就是自己做不到也得拉人家一起下水，认为贾玲的存在是凸显自己的无能，本质上还是因为你们在意，你 ​,男,安徽,25
十面埋伏·,03月07日 22:33,有点点难过 总觉得这个世界很多人都不幸福，每个外在光鲜亮丽，内心总是会有点别人不知道的事情 我身边好少人的家庭是完美的。为什么一定要大男子主义 为什么不能尊重孩子的意见，明明自己可以当作孩子的后盾，为什么不放手让他们去做呢，我不明白自己4.50都还想要重新创业确让她回小县城，我特别讨厌 ​,男,安徽,21
我欲因之梦寥廓-,03月07日 21:23,雅虎居然把“躺平”翻译成“寝そべり主義”，“寝そべる”意为“任意躺卧”“席地而躺”，哈哈，这下真成“躺平”了。把“躺平”理解为“拒绝内卷”“随缘”会不会好一点？“内卷”怎么说？“不条理な内部競争”？那么，“拒绝内卷”是“不条理な内部競争を拒む”。由此可得：“躺平主义”=“不条理な ​,女,广东,18
不如去亲吻月亮-,03月07日 21:22,毕业快两年了也真的觉得贸人好可怜……贸人大概可以分两种：第一种人在四年的竞争中大获全胜，他们认为是自己是因为能力强（包括但不限于学习能力、信息获取能力等）才在这套体系里卷到最前面并取得了胜利，由此产生极强的自信，认为其他人没做到是因为他们太差，并且会在生活中的任何事情上都利用此能 ​,男,北京,19
